Date,Canadian dollar ,Chinese yuan renminbi ,UK pound sterling ,Indian rupee ,Mexican peso ,US dollar 
2016-08-19,1.4547,7.5341,0.86537,76.085,20.7543,1.1326
2016-08-18,1.4524,7.5066,0.86073,75.6332,20.554,1.1321
2016-08-17,1.4529,7.4825,0.8664,75.3999,20.4678,1.1276
2016-08-16,1.4477,7.4772,0.8706,75.4101,20.2785,1.1295
2016-08-15,1.4446,7.4203,0.86677,74.7779,20.2774,1.118
2016-08-12,1.4478,7.4173,0.8605,74.6069,20.3881,1.1158
2016-08-11,1.4559,7.4031,0.86038,74.5558,20.5527,1.1153
2016-08-10,1.4557,7.4169,0.85541,74.531,20.4917,1.1184
2016-08-09,1.4567,7.3798,0.85399,74.099,20.5015,1.1078
2016-08-08,1.4573,7.3848,0.84955,74.1,20.6443,1.1087
2016-08-05,1.4529,7.411,0.8481,74.4919,21.0282,1.1156
2016-08-04,1.4536,7.3961,0.84603,74.474,20.9694,1.1136
2016-08-03,1.4672,7.4234,0.8391,74.9224,21.1797,1.12
2016-08-02,1.4608,7.4233,0.8431,74.673,21.105,1.1193
2016-08-01,1.4587,7.4136,0.8454,74.464,20.9306,1.1164
2016-07-29,1.4643,7.3908,0.844,74.407,21.0288,1.1113
2016-07-28,1.4595,7.3838,0.8422,74.3543,20.8716,1.109
2016-07-27,1.4497,7.3311,0.83875,73.87,20.6866,1.0991
2016-07-26,1.4553,7.3357,0.8371,74.042,20.6734,1.0997
2016-07-25,1.4465,7.3356,0.8367,73.9624,20.4059,1.0982
2016-07-22,1.4436,7.35,0.84108,73.8783,20.4913,1.1014
2016-07-21,1.4376,7.3505,0.83595,74.0373,20.5428,1.1015
2016-07-20,1.4382,7.3501,0.83605,74.0123,20.3683,1.1013
2016-07-19,1.4364,7.3875,0.8395,74.0824,20.3706,1.1035
2016-07-18,1.4315,7.4089,0.83372,74.2758,20.4348,1.1053
2016-07-15,1.4317,7.4355,0.83275,74.585,20.4417,1.1128
2016-07-14,1.4422,7.4577,0.83311,74.594,20.3522,1.1157
2016-07-13,1.4452,7.4077,0.83398,74.2155,20.28,1.1072
2016-07-12,1.4452,7.4148,0.84275,74.422,20.2867,1.1092
2016-07-11,1.4437,7.3926,0.85097,74.1865,20.378,1.1049
2016-07-08,1.4406,7.4011,0.85243,74.5132,20.7956,1.107
2016-07-07,1.4328,7.4044,0.85085,74.7044,20.7274,1.108
2016-07-06,1.4419,7.4018,0.853,74.6283,20.9024,1.1069
2016-07-05,1.4418,7.4379,0.84997,75.2034,20.8069,1.1146
2016-07-04,1.4328,7.4229,0.83905,74.9065,20.4241,1.1138
2016-07-01,1.439,7.4111,0.8383,74.9698,20.1814,1.1135
2016-06-30,1.4384,7.3755,0.8265,74.9603,20.6347,1.1102
2016-06-29,1.4407,7.368,0.8255,74.9693,20.7331,1.109
2016-06-28,1.4438,7.3606,0.8272,75.207,20.9827,1.1073
2016-06-27,1.435,7.3108,0.834,74.7365,20.9644,1.0998
2016-06-24,1.4392,7.3301,0.8075,75.254,20.8811,1.1066
2016-06-23,1.4517,7.4935,0.76595,76.651,20.8305,1.1389
2016-06-22,1.4399,7.4227,0.76793,76.1553,21.0048,1.1283
2016-06-21,1.4451,7.4466,0.76755,76.4493,21.0037,1.1314
2016-06-20,1.452,7.4562,0.77375,76.328,21.0894,1.1332
2016-06-17,1.4519,7.4171,0.7877,75.4975,21.2471,1.1254
2016-06-16,1.453,7.3593,0.79033,75.201,21.1845,1.1174
2016-06-15,1.4438,7.3905,0.79158,75.367,21.1993,1.123
2016-06-14,1.4449,7.4015,0.79478,75.555,21.3172,1.1225
2016-06-13,1.439,7.4212,0.79515,75.6125,21.0672,1.1268
2016-06-10,1.441,7.4143,0.7848,75.52,20.8033,1.1304
2016-06-09,1.4459,7.4405,0.78438,75.6925,20.6766,1.1343
2016-06-08,1.443,7.4727,0.78048,75.721,20.682,1.1378
2016-06-07,1.4505,7.4579,0.7788,75.7405,21.0712,1.1348
2016-06-06,1.4665,7.452,0.7872,75.9995,21.0626,1.1349
2016-06-03,1.4594,7.3468,0.77285,75.011,20.8803,1.1154
2016-06-02,1.4662,7.3639,0.77335,75.297,20.7779,1.1188
2016-06-01,1.4586,7.3498,0.77358,75.378,20.6531,1.1174
2016-05-31,1.453,7.3363,0.76185,74.951,20.5185,1.1154
2016-05-30,1.4524,7.3314,0.76125,74.7865,20.5769,1.1139
2016-05-27,1.456,7.3281,0.76245,74.867,20.6611,1.1168
2016-05-26,1.4443,7.3237,0.7597,74.9155,20.5139,1.1168
2016-05-25,1.4608,7.3136,0.75925,75.1,20.5022,1.1146
2016-05-24,1.4684,7.3226,0.76513,75.578,20.5852,1.1168
2016-05-23,1.4745,7.3507,0.77443,75.7263,20.6021,1.1215
2016-05-20,1.4704,7.3456,0.77008,75.6975,20.6541,1.1219
2016-05-19,1.4679,7.3318,0.76585,75.5418,20.6779,1.1197
2016-05-18,1.4637,7.3714,0.77485,75.546,20.7883,1.1279
2016-05-17,1.4631,7.3867,0.7815,75.6285,20.7275,1.1318
2016-05-16,1.4634,7.3865,0.788,75.694,20.6176,1.1324
2016-05-13,1.4619,7.4001,0.78758,75.7825,20.4831,1.1348
2016-05-12,1.4594,7.4242,0.78888,75.929,20.3883,1.1389
2016-05-11,1.4686,7.4212,0.78958,75.9935,20.5313,1.1409
2016-05-10,1.4744,7.413,0.7876,75.8435,20.623,1.1375
2016-05-09,1.4743,7.4207,0.78998,75.896,20.432,1.1395
2016-05-06,1.4717,7.43,0.7885,76.141,20.5185,1.1427
2016-05-05,1.4665,7.441,0.7886,76.0745,20.2155,1.1439
2016-05-04,1.467,7.4789,0.79284,76.611,20.4573,1.1505
2016-05-03,1.4559,7.5013,0.79103,76.8128,20.146,1.1569
2016-05-02,1.4388,7.4418,0.78248,76.3185,19.6826,1.1493
2016-04-29,1.4286,7.3943,0.78025,75.6985,19.557,1.1403
2016-04-28,1.4262,7.3562,0.77838,75.531,19.6713,1.1358
2016-04-27,1.4223,7.3411,0.77475,75.1273,19.6578,1.1303
2016-04-26,1.4276,7.3345,0.77483,75.1373,19.7889,1.1287
2016-04-25,1.4286,7.3145,0.7764,75.019,19.8036,1.1264
2016-04-22,1.4342,7.3159,0.78335,74.9425,19.6823,1.1263
2016-04-21,1.4346,7.3525,0.78693,75.2595,19.6232,1.1355
2016-04-20,1.4421,7.3578,0.791,75.327,19.706,1.1379
2016-04-19,1.4418,7.3372,0.78975,75.4905,19.5947,1.1343
2016-04-18,1.4612,7.3241,0.7978,75.274,19.9043,1.1306
2016-04-15,1.4535,7.3072,0.79575,75.1425,19.7927,1.1284
2016-04-14,1.4434,7.297,0.7956,74.8648,19.6655,1.1252
2016-04-13,1.4466,7.3172,0.79388,75.249,19.8238,1.1298
2016-04-12,1.4674,7.3632,0.7984,75.668,20.0248,1.1396
2016-04-11,1.4794,7.3709,0.8006,75.7055,20.1924,1.139
2016-04-08,1.4861,7.357,0.8073,75.677,20.2108,1.1363
2016-04-07,1.4906,7.3535,0.80728,75.7135,20.1779,1.1364
2016-04-06,1.4912,7.355,0.80808,75.578,20.1485,1.1336
2016-04-05,1.4968,7.3595,0.8016,75.5435,19.9963,1.1367
2016-04-04,1.4832,7.3696,0.79738,75.2275,19.7227,1.138
2016-04-01,1.4894,7.3903,0.7989,75.8528,19.8996,1.1432
2016-03-31,1.4738,7.3514,0.79155,75.4298,19.5903,1.1385
2016-03-30,1.4755,7.3366,0.7858,75.176,19.5281,1.1324
2016-03-29,1.4741,7.2873,0.7845,74.4743,19.5809,1.1194
2016-03-24,1.4821,7.2662,0.78938,74.579,19.7076,1.1154
2016-03-23,1.4676,7.2648,0.78985,74.6175,19.4942,1.1171
2016-03-22,1.4679,7.2791,0.7879,74.7605,19.568,1.1212
2016-03-21,1.4703,7.3028,0.78303,74.9933,19.5916,1.1271
2016-03-18,1.4627,7.3037,0.77855,74.7625,19.4683,1.1279
2016-03-17,1.4701,7.3317,0.78218,75.379,19.8183,1.1311
2016-03-16,1.4798,7.218,0.7873,74.3888,19.8495,1.1064
2016-03-15,1.4832,7.2336,0.78358,74.8283,19.8474,1.1109
2016-03-14,1.4737,7.223,0.77428,74.5653,19.7648,1.1119
2016-03-11,1.4698,7.2119,0.77595,74.317,19.6852,1.109
2016-03-10,1.4424,7.0787,0.76728,72.6645,19.1827,1.0857
2016-03-09,1.4705,7.1466,0.77135,73.684,19.5511,1.0973
2016-03-08,1.4695,7.1744,0.77608,74.2265,19.6437,1.1028
2016-03-07,1.4652,7.1381,0.77438,73.4825,19.5274,1.0953
2016-03-04,1.4717,7.148,0.77483,73.591,19.5613,1.097
2016-03-03,1.4644,7.1298,0.77435,73.3365,19.5122,1.0901
2016-03-02,1.4595,7.1125,0.7741,73.3115,19.4214,1.0856
2016-03-01,1.4699,7.123,0.778,73.77,19.5872,1.0872
2016-02-29,1.4767,7.1351,0.7858,74.3825,19.8005,1.0888
2016-02-26,1.4909,7.1954,0.78745,75.601,19.9233,1.1006
2016-02-25,1.5025,7.2026,0.7892,75.9485,20.0011,1.1027
2016-02-24,1.5197,7.1794,0.78935,75.2885,20.0815,1.0981
2016-02-23,1.5116,7.1814,0.77985,75.4059,19.8974,1.1002
2016-02-22,1.5128,7.1909,0.78243,75.5948,19.935,1.1026
2016-02-19,1.5274,7.2378,0.77715,75.9715,20.2927,1.1096
2016-02-18,1.5168,7.2242,0.77143,75.9461,20.211,1.1084
2016-02-17,1.5387,7.2685,0.77835,76.28,20.8655,1.1136
2016-02-16,1.543,7.2741,0.7758,76.3985,21.0457,1.1166
2016-02-15,1.5454,7.2606,0.772,76.1045,21.091,1.118
2016-02-12,1.5698,7.4114,0.77735,76.9418,21.6852,1.1275
2016-02-11,1.5842,7.4592,0.7874,77.655,21.6064,1.1347
2016-02-10,1.5601,7.4007,0.77328,76.3844,21.0652,1.1257
2016-02-09,1.5623,7.3924,0.77945,76.4549,21.1922,1.1236
2016-02-08,1.5487,7.2995,0.7724,75.5245,20.7145,1.1101
2016-02-05,1.5404,7.3624,0.76975,75.7857,20.3988,1.1202
2016-02-04,1.5366,7.3691,0.76595,75.86,20.3101,1.1206
2016-02-03,1.5234,7.1916,0.7533,74.39,20.1098,1.0933
2016-02-02,1.5292,7.1847,0.7586,74.2325,20.0265,1.0919
2016-02-01,1.5253,7.1605,0.761,73.91,19.8811,1.0884
2016-01-29,1.5363,7.181,0.7641,74.1039,20.0054,1.092
2016-01-28,1.5357,7.1705,0.76228,74.3857,19.9966,1.0903
2016-01-27,1.5331,7.1621,0.75965,74.0928,20.004,1.0888
2016-01-26,1.5411,7.1314,0.76095,73.5797,20.1259,1.0837
2016-01-25,1.5351,7.1156,0.7589,73.2973,19.997,1.0815
2016-01-22,1.5316,7.1104,0.75459,73.0945,20.016,1.0808
2016-01-21,1.575,7.1666,0.77182,74.0684,20.212,1.0893
2016-01-20,1.5965,7.1768,0.77,74.1627,20.0427,1.0907
2016-01-19,1.575,7.1496,0.76473,73.484,19.6912,1.0868
2016-01-18,1.58,7.1658,0.76263,73.7266,19.8703,1.0892
2016-01-15,1.5849,7.1888,0.7615,73.986,19.7876,1.0914
2016-01-14,1.5647,7.1809,0.75703,73.4516,19.5529,1.0893
2016-01-13,1.5381,7.1121,0.7502,72.3212,19.2779,1.0816
2016-01-12,1.537,7.1276,0.7508,72.4603,19.2772,1.0836
2016-01-11,1.5336,7.1554,0.74705,72.7413,19.4182,1.0888
2016-01-08,1.5321,7.1577,0.74519,72.4206,19.3231,1.0861
2016-01-07,1.536,7.1672,0.74545,72.7012,19.2176,1.0868
2016-01-06,1.5137,7.0388,0.7344,71.8242,18.748,1.0742
2016-01-05,1.4976,7.0074,0.73235,71.5539,18.5798,1.0746
2016-01-04,1.5172,7.1208,0.7381,72.617,18.9353,1.0898
2015-12-31,1.5116,7.0608,0.73395,72.0215,18.9145,1.0887
2015-12-30,1.5171,7.091,0.73799,72.535,18.8867,1.0926
2015-12-29,1.5241,7.1065,0.74005,72.6458,18.8429,1.0952
2015-12-28,1.5207,7.1114,0.73535,72.4616,18.9347,1.0962
2015-12-24,1.5183,7.088,0.7342,72.4801,18.9109,1.0947
2015-12-23,1.5176,7.0709,0.733,72.2748,18.7712,1.0916
2015-12-22,1.5242,7.0933,0.7362,72.5474,18.7405,1.0952
2015-12-21,1.5169,7.0457,0.72985,72.085,18.6067,1.087
2015-12-18,1.5123,7.0274,0.72666,71.955,18.4429,1.0836
2015-12-17,1.4995,7.033,0.7266,71.84,18.3649,1.0841
2015-12-16,1.505,7.0726,0.7283,72.935,18.7228,1.0933
2015-12-15,1.5069,7.1017,0.7252,73.5161,18.9649,1.099
2015-12-14,1.5106,7.0929,0.726,73.7454,19.1214,1.0983
2015-12-11,1.4962,7.0716,0.7224,73.3719,18.9987,1.095
2015-12-10,1.4817,7.0416,0.7235,73.0416,18.6731,1.0943
2015-12-09,1.4847,7.0325,0.7251,73.1296,18.5713,1.0941
2015-12-08,1.4793,6.9795,0.7271,72.6871,18.5495,1.0875
2015-12-07,1.455,6.9266,0.7177,72.1325,18.1229,1.0809
2015-12-04,1.454,6.9802,0.7201,72.802,18.2499,1.0902
2015-12-03,1.4213,6.8273,0.7122,71.1343,17.6658,1.0671
2015-12-02,1.4204,6.7903,0.7059,70.6171,17.5353,1.0612
2015-12-01,1.4118,6.7808,0.7036,70.5123,17.508,1.06
2015-11-30,1.4143,6.7689,0.7048,70.5275,17.5569,1.0579
2015-11-27,1.4121,6.765,0.7029,70.6449,17.5099,1.058
2015-11-26,1.4119,6.7805,0.7028,70.6402,17.5522,1.0612
2015-11-25,1.4108,6.7611,0.70175,70.1855,17.5204,1.0586
2015-11-24,1.4229,6.8048,0.7062,70.6582,17.6141,1.0651
2015-11-23,1.4222,6.7926,0.7025,70.5699,17.632,1.0631
2015-11-20,1.4229,6.8239,0.701,70.7492,17.7282,1.0688
2015-11-19,1.4203,6.8244,0.6998,70.78,17.8206,1.0687
2015-11-18,1.4223,6.8054,0.7009,70.6304,17.8707,1.0666
2015-11-17,1.42,6.8045,0.7017,70.4322,17.888,1.067
2015-11-16,1.4293,6.833,0.7058,70.7613,17.9456,1.0723
2015-11-13,1.4322,6.8607,0.70705,71.2,18.062,1.0764
2015-11-12,1.4293,6.833,0.7064,71.1282,18.0004,1.0726
2015-11-11,1.4213,6.8235,0.706,70.978,17.9011,1.0716
2015-11-10,1.4204,6.8121,0.7084,70.9818,17.9789,1.0711
2015-11-09,1.4285,6.8569,0.7141,71.5769,18.1743,1.0776
2015-11-06,1.4342,6.9035,0.71765,71.5938,18.0924,1.0864
2015-11-05,1.432,6.9065,0.7126,71.71,17.9972,1.0883
2015-11-04,1.4292,6.9291,0.7094,71.6093,17.9197,1.0935
2015-11-03,1.4406,6.9545,0.71315,72.1429,18.0939,1.0976
2015-11-02,1.445,6.9914,0.7132,72.3534,18.2111,1.1032
2015-10-30,1.4515,6.9703,0.7182,72.0155,18.2497,1.1017
2015-10-29,1.4411,6.946,0.7167,71.4429,18.1941,1.093
2015-10-28,1.4643,7.0484,0.7248,72.0535,18.3058,1.1085
2015-10-27,1.4622,7.0265,0.7214,71.8563,18.3502,1.1061
2015-10-26,1.4482,6.9943,0.7184,71.4685,18.1891,1.1011
2015-10-23,1.4483,7.039,0.71955,71.8562,18.2027,1.1084
2015-10-22,1.4847,7.1929,0.7314,73.6774,18.7683,1.1313
2015-10-21,1.4764,7.2088,0.7349,73.9444,18.9044,1.1354
2015-10-20,1.4788,7.2201,0.7352,73.9899,18.7711,1.1373
2015-10-19,1.4671,7.2082,0.7317,73.4435,18.636,1.1333
2015-10-16,1.4685,7.2159,0.7356,73.6891,18.7145,1.136
2015-10-15,1.4756,7.2583,0.7397,74.1533,18.7577,1.1439
2015-10-14,1.4816,7.2435,0.7418,74.1465,18.8927,1.141
2015-10-13,1.484,7.2123,0.748,74.1414,18.8763,1.1374
2015-10-12,1.4702,7.1917,0.7401,73.643,18.6802,1.1373
2015-10-09,1.4698,7.2094,0.7407,73.6258,18.6271,1.1362
2015-10-08,1.4683,7.1507,0.7366,73.2592,18.6929,1.1254
2015-10-07,1.4649,7.1621,0.7358,73.114,18.6678,1.1266
2015-10-06,1.4701,7.1358,0.7399,73.3854,18.8647,1.1224
2015-10-05,1.4735,7.1417,0.7402,73.3711,18.7147,1.1236
2015-10-02,1.4775,7.0945,0.7358,73.112,18.8107,1.116
2015-10-01,1.4799,7.0901,0.7367,73.0661,18.8045,1.1153
2015-09-30,1.5034,7.1206,0.7385,73.4805,18.9768,1.1203
2015-09-29,1.5,7.1316,0.7391,73.9411,19.016,1.1204
2015-09-28,1.4921,7.1099,0.7352,73.8391,19.0756,1.117
2015-09-25,1.4845,7.1082,0.73475,73.7709,18.6723,1.1151
2015-09-24,1.5039,7.1743,0.7387,74.4594,19.4059,1.1241
2015-09-23,1.479,7.1165,0.7297,73.569,18.7989,1.115
2015-09-22,1.4804,7.1129,0.7223,73.5068,18.7248,1.1155
2015-09-21,1.4831,7.1643,0.7243,73.9297,18.6722,1.125
2015-09-18,1.4876,7.2674,0.7298,74.9929,18.7957,1.1419
2015-09-17,1.4925,7.2016,0.72865,74.942,18.7496,1.1312
2015-09-16,1.4877,7.1531,0.72665,74.6213,18.6879,1.1228
2015-09-15,1.4984,7.2107,0.7346,75.1238,18.9457,1.132
2015-09-14,1.4983,7.2008,0.7334,75.022,18.9743,1.1305
2015-09-11,1.4945,7.1832,0.7306,74.8967,18.8722,1.1268
2015-09-10,1.4822,7.1329,0.72655,74.3061,18.9163,1.1185
2015-09-09,1.4757,7.1047,0.7251,73.9755,18.6895,1.1139
2015-09-08,1.4757,7.1075,0.7244,74.23,18.8117,1.1162
2015-09-07,1.4802,7.0954,0.73035,74.5187,18.8887,1.1146
2015-09-04,1.4736,7.0792,0.7315,74.0625,18.7826,1.1138
2015-09-03,1.4893,7.137,0.7345,74.3837,18.9809,1.1229
2015-09-02,1.4919,7.1537,0.7369,74.5011,19.0198,1.1255
2015-09-01,1.4856,7.1514,0.7328,74.5056,18.9495,1.1236
2015-08-31,1.4863,7.1579,0.72753,74.4698,18.913,1.1215
2015-08-28,1.4954,7.1998,0.7321,74.5519,19.0764,1.1268
2015-08-27,1.4924,7.2281,0.7312,74.5252,19.1585,1.1284
2015-08-26,1.5125,7.3079,0.7314,75.475,19.3982,1.1402
2015-08-25,1.5181,7.3786,0.729,76.0504,19.5343,1.1506
2015-08-24,1.5236,7.3636,0.7302,76.7681,19.6875,1.1497
2015-08-21,1.4787,7.2064,0.7198,74.3454,18.9972,1.1281
2015-08-20,1.4679,7.1449,0.7138,73.3046,18.7203,1.1183
2015-08-19,1.4431,7.0614,0.7049,72.0687,18.1282,1.1041
2015-08-18,1.4494,7.072,0.7042,72.2384,18.186,1.106
2015-08-17,1.4581,7.0983,0.7105,72.4997,18.29,1.11
2015-08-14,1.4571,7.1396,0.7145,72.6199,18.326,1.1171
2015-08-13,1.4455,7.1078,0.7106,72.463,18.0982,1.1109
2015-08-12,1.4467,7.1234,0.7149,72.194,18.0895,1.1155
2015-08-11,1.4454,6.9923,0.7088,70.9786,17.9843,1.1055
2015-08-10,1.4392,6.8058,0.7071,70.0028,17.7623,1.096
2015-08-07,1.4313,6.794,0.7051,69.82,17.818,1.0941
2015-08-06,1.4333,6.7593,0.7014,69.4082,17.8345,1.0885
2015-08-05,1.4334,6.758,0.6963,69.3846,17.7295,1.0883
2015-08-04,1.4408,6.8143,0.70275,69.9556,17.6781,1.0973
2015-08-03,1.4404,6.8002,0.7028,70.1343,17.6897,1.0951
2015-07-31,1.431,6.8102,0.7041,70.3382,17.7473,1.0967
2015-07-30,1.422,6.8027,0.701,70.1571,17.9459,1.0955
2015-07-29,1.4289,6.8486,0.7053,70.4872,17.9695,1.103
2015-07-28,1.4348,6.8459,0.7074,70.4663,17.8941,1.1025
2015-07-27,1.4409,6.8668,0.7127,70.9592,18.0555,1.1058
2015-07-24,1.432,6.7918,0.7069,70.1404,17.8076,1.0939
2015-07-23,1.4271,6.8299,0.7044,70.1379,17.6836,1.0999
2015-07-22,1.4167,6.7695,0.6982,69.3814,17.5173,1.0902
2015-07-21,1.4118,6.7479,0.6987,69.125,17.3622,1.0867
2015-07-20,1.4091,6.7378,0.6971,69.0785,17.2628,1.0852
2015-07-17,1.4132,6.7615,0.6983,69.1166,17.2141,1.0889
2015-07-16,1.407,6.7496,0.6981,69.0173,17.1981,1.0867
2015-07-15,1.403,6.8357,0.7045,69.8218,17.2346,1.1009
2015-07-14,1.4076,6.8478,0.7084,69.8704,17.3076,1.1031
2015-07-13,1.4055,6.8597,0.7115,70.2075,17.4077,1.1049
2015-07-10,1.4212,6.9452,0.7208,70.9129,17.5694,1.1185
2015-07-09,1.4022,6.8632,0.7176,70.0713,17.4211,1.1054
2015-07-08,1.4048,6.8449,0.7173,70.1086,17.4455,1.1024
2015-07-07,1.3925,6.7909,0.7077,69.395,17.3038,1.0931
2015-07-06,1.3914,6.8337,0.708,69.8398,17.4537,1.1008
2015-07-03,1.3961,6.8856,0.7102,70.3917,17.424,1.1096
2015-07-02,1.3963,6.8659,0.7103,70.2829,17.5086,1.1066
2015-07-01,1.3902,6.8838,0.70905,70.6016,17.4492,1.11
2015-06-30,1.3839,6.9366,0.7114,71.1873,17.5332,1.1189
2015-06-29,1.3776,6.9121,0.7085,71.0695,17.3959,1.1133
2015-06-26,1.3851,6.9553,0.7123,71.2458,17.4219,1.1202
2015-06-25,1.3878,6.958,0.7126,71.25,17.3559,1.1206
2015-06-24,1.3793,6.9619,0.7118,71.3016,17.249,1.1213
2015-06-23,1.3825,6.9539,0.7101,71.2742,17.2284,1.1204
2015-06-22,1.3879,7.0446,0.7169,72.07,17.3868,1.1345
2015-06-19,1.3865,7.016,0.7134,71.8193,17.3146,1.1299
2015-06-18,1.3867,7.0786,0.7167,72.6805,17.3278,1.1404
2015-06-17,1.3887,7.001,0.717,72.3435,17.3843,1.1279
2015-06-16,1.3843,6.9651,0.7182,72.1229,17.3283,1.1215
2015-06-15,1.3845,6.9653,0.7234,71.9831,17.3273,1.1218
2015-06-12,1.3804,6.9655,0.7245,71.8973,17.3125,1.122
2015-06-11,1.3839,6.9707,0.7266,71.8644,17.4152,1.1232
2015-06-10,1.3801,7.0008,0.7284,72.0444,17.4289,1.1279
2015-06-09,1.3889,6.981,0.7354,71.9645,17.5448,1.1249
2015-06-08,1.3879,6.9278,0.7318,71.536,17.4998,1.1162
2015-06-05,1.4023,6.9596,0.7317,71.5602,17.4451,1.1218
2015-06-04,1.4089,7.0177,0.7354,72.4362,17.5812,1.1317
2015-06-03,1.3856,6.9026,0.7275,71.1522,17.2326,1.1134
2015-06-02,1.3784,6.8358,0.7243,70.4047,17.0376,1.1029
2015-06-01,1.3673,6.7807,0.71925,69.7123,16.8773,1.0944
2015-05-29,1.365,6.7994,0.719,69.9893,16.8433,1.097
2015-05-28,1.3594,6.7568,0.7124,69.541,16.7079,1.0896
2015-05-27,1.3531,6.7338,0.707,69.5788,16.655,1.0863
2015-05-26,1.352,6.7785,0.7096,69.8445,16.7097,1.0926
2015-05-25,1.3496,6.8098,0.71,69.7761,16.7662,1.0978
2015-05-22,1.362,6.9194,0.7138,70.8589,17.005,1.1164
2015-05-21,1.36,6.898,0.7099,70.8201,16.8999,1.1133
2015-05-20,1.3578,6.8974,0.7157,70.9265,16.8716,1.1118
2015-05-19,1.3618,6.9384,0.72185,71.2153,16.9139,1.118
2015-05-18,1.3733,7.0661,0.727,72.5115,17.1188,1.1389
2015-05-15,1.3636,7.0278,0.7211,72.1159,17.2921,1.1328
2015-05-14,1.3645,7.0812,0.7231,72.7162,17.3826,1.1419
2015-05-13,1.3436,6.9622,0.7174,71.8256,17.1482,1.1221
2015-05-12,1.3532,6.9822,0.7164,72.2546,17.3215,1.1239
2015-05-11,1.3497,6.9194,0.7196,71.135,16.9074,1.1142
2015-05-08,1.3581,6.9639,0.728,71.8031,17.1765,1.1221
2015-05-07,1.3645,7.0129,0.7425,72.5279,17.3362,1.1305
2015-05-06,1.3487,6.963,0.7376,71.3554,17.2044,1.123
2015-05-05,1.344,6.895,0.735,70.5142,17.1652,1.1117
2015-05-04,1.3512,6.9245,0.73788,70.9961,17.3313,1.1152
2015-04-30,1.348,6.9568,0.7267,71.2153,17.0894,1.1215
2015-04-29,1.3262,6.8211,0.7161,69.7841,16.8221,1.1002
2015-04-28,1.3188,6.7806,0.715,68.9985,16.7325,1.0927
2015-04-27,1.3155,6.7311,0.7162,68.7926,16.6591,1.0822
2015-04-24,1.3118,6.7053,0.7159,68.8001,16.6235,1.0824
2015-04-23,1.317,6.6764,0.717,68.211,16.611,1.0772
2015-04-22,1.3152,6.6543,0.7129,67.622,16.5727,1.0743
2015-04-21,1.3085,6.6358,0.7187,67.3091,16.5053,1.07
2015-04-20,1.3138,6.6543,0.71955,67.526,16.4689,1.0723
2015-04-17,1.3183,6.7013,0.7199,67.474,16.4205,1.0814
2015-04-16,1.318,6.6377,0.7189,66.6873,16.3075,1.0711
2015-04-15,1.3277,6.5644,0.7168,65.9826,16.2123,1.0579
2015-04-14,1.3292,6.5633,0.7217,65.905,16.2263,1.0564
2015-04-13,1.3324,6.5552,0.7215,65.8671,16.1398,1.0552
2015-04-10,1.3386,6.5626,0.7244,65.91,16.0487,1.057
2015-04-09,1.3493,6.6863,0.7268,67.0115,16.0549,1.0774
2015-04-08,1.3487,6.7377,0.7264,67.6105,16.1382,1.0862
2015-04-07,1.3563,6.7241,0.7286,67.598,16.1919,1.0847
2015-04-02,1.3693,6.7105,0.7316,67.343,16.3666,1.083
2015-04-01,1.3632,6.6662,0.7285,67.2161,16.3847,1.0755
2015-03-31,1.3738,6.671,0.7273,67.2738,16.5124,1.0759
2015-03-30,1.3709,6.7324,0.7328,67.918,16.5321,1.0845
2015-03-27,1.358,6.7478,0.7298,67.87,16.4268,1.0856
2015-03-26,1.3653,6.8174,0.7371,68.8296,16.4244,1.0973
2015-03-25,1.3711,6.8244,0.7365,68.515,16.3611,1.0985
2015-03-24,1.3649,6.7981,0.7344,68.2484,16.3437,1.095
2015-03-23,1.3667,6.7812,0.7318,67.9572,16.3462,1.0912
2015-03-20,1.3655,6.6864,0.7255,67.169,16.265,1.0776
2015-03-19,1.3578,6.614,0.7183,66.8199,16.3091,1.0677
2015-03-18,1.3583,6.5982,0.723,66.4754,16.3169,1.0592
2015-03-17,1.3585,6.6468,0.71995,66.7156,16.4024,1.0635
2015-03-16,1.3493,6.6113,0.7131,66.3743,16.3206,1.0557
2015-03-13,1.3462,6.6172,0.71525,66.6332,16.3713,1.0572
2015-03-12,1.3432,6.6458,0.7091,66.2762,16.326,1.0613
2015-03-11,1.3432,6.6245,0.70355,66.4101,16.5093,1.0578
2015-03-10,1.3566,6.7236,0.7128,67.4205,16.6847,1.0738
2015-03-09,1.3674,6.8034,0.7186,68.071,16.8091,1.086
2015-03-06,1.3666,6.8651,0.722,68.4064,16.6451,1.0963
2015-03-05,1.377,6.9382,0.7251,68.9098,16.6566,1.1069
2015-03-04,1.3922,6.9734,0.7259,69.2626,16.7283,1.1124
2015-03-03,1.3981,7.0043,0.7276,69.1544,16.7967,1.1168
2015-03-02,1.4025,7.0456,0.7294,69.5415,16.7816,1.1227
2015-02-27,1.3995,7.0485,0.7278,69.4822,16.8723,1.124
2015-02-26,1.4112,7.0831,0.7301,69.8838,16.8425,1.1317
2015-02-25,1.4116,7.1025,0.7328,70.3083,16.9424,1.1346
2015-02-24,1.4322,7.0842,0.7344,70.463,17.1143,1.1328
2015-02-23,1.4256,7.0686,0.7352,70.4035,17.0685,1.1298
2015-02-20,1.4073,7.0642,0.7348,70.3122,16.9572,1.1298
